transaction_date,entity_id,sku_id,product_name,units_sold,actual_unit_price,budget_unit_price,budget_units
2024-05-20,3,203,Custom BI Consulting,1,349.61,300.00,1
2024-05-24,1,101,Enterprise Analytics Platform,1,1336.72,2500.00,1
2024-05-24,1,103,Cloud Connector License,1,572.88,400.00,1
2024-05-25,2,201,Implementation & Onboarding,1,2366.24,1800.00,1
2024-05-25,2,202,Managed Support Plan,1,1577.50,900.00,2
2024-05-29,3,102,Data Integration Engine,2,1215.57,1200.00,2
2024-05-29,3,103,Cloud Connector License,1,1309.08,400.00,3
2024-05-30,1,201,Implementation & Onboarding,2,1813.33,1800.00,2
2024-05-30,1,203,Custom BI Consulting,1,1554.29,300.00,5
2024-06-03,2,101,Enterprise Analytics Platform,1,476.93,2500.00,1
2024-06-03,2,102,Data Integration Engine,1,317.95,1200.00,1
2024-06-04,3,202,Managed Support Plan,3,878.08,900.00,3
2024-06-04,3,203,Custom BI Consulting,1,1418.46,300.00,5
2024-06-08,1,101,Enterprise Analytics Platform,1,1530.58,2500.00,1
2024-06-08,1,103,Cloud Connector License,1,655.96,400.00,2
2024-06-09,2,201,Implementation & Onboarding,2,1630.89,1800.00,2
2024-06-09,2,202,Managed Support Plan,1,2174.54,900.00,2
2024-06-13,3,102,Data Integration Engine,2,1341.67,1200.00,2
2024-06-13,3,103,Cloud Connector License,1,1444.88,400.00,4
2024-06-14,1,201,Implementation & Onboarding,1,1951.66,1800.00,1
2024-06-14,1,203,Custom BI Consulting,1,836.43,300.00,3
2024-06-18,2,101,Enterprise Analytics Platform,1,903.90,2500.00,1
2024-06-18,2,102,Data Integration Engine,1,602.60,1200.00,1
2024-06-19,3,202,Managed Support Plan,4,837.88,900.00,4
2024-06-19,3,203,Custom BI Consulting,1,1804.66,300.00,6
2024-06-23,1,101,Enterprise Analytics Platform,1,2291.57,2500.00,1
2024-06-23,1,103,Cloud Connector License,1,982.10,400.00,2
2024-06-24,2,201,Implementation & Onboarding,1,2284.79,1800.00,1
2024-06-24,2,202,Managed Support Plan,1,1523.19,900.00,2
2024-06-28,3,102,Data Integration Engine,1,1256.79,1200.00,1
2024-06-28,3,103,Cloud Connector License,1,676.73,400.00,2
2024-06-29,1,201,Implementation & Onboarding,2,1474.57,1800.00,2
2024-06-29,1,203,Custom BI Consulting,1,1263.92,300.00,4
2024-07-03,2,101,Enterprise Analytics Platform,1,1160.14,2500.00,1
2024-07-03,2,102,Data Integration Engine,1,773.43,1200.00,1
2024-07-04,3,202,Managed Support Plan,2,964.44,900.00,2
2024-07-04,3,203,Custom BI Consulting,1,1038.64,300.00,3
2024-07-08,1,101,Enterprise Analytics Platform,1,2061.89,2500.00,1
2024-07-08,1,103,Cloud Connector License,1,883.67,400.00,2
2024-07-09,2,201,Implementation & Onboarding,2,1563.03,1800.00,2
2024-07-09,2,202,Managed Support Plan,1,2084.05,900.00,2
2024-07-13,3,102,Data Integration Engine,1,1311.99,1200.00,1
2024-07-13,3,103,Cloud Connector License,1,706.45,400.00,2
2024-07-14,1,201,Implementation & Onboarding,2,1776.04,1800.00,2
2024-07-14,1,203,Custom BI Consulting,1,1522.34,300.00,5
2024-07-18,2,101,Enterprise Analytics Platform,1,2568.29,2500.00,1
2024-07-18,2,102,Data Integration Engine,1,1712.19,1200.00,1
2024-07-19,3,202,Managed Support Plan,3,830.47,900.00,3
2024-07-19,3,203,Custom BI Consulting,1,1341.53,300.00,4
2024-07-23,1,101,Enterprise Analytics Platform,1,3444.67,2500.00,1
2024-07-23,1,103,Cloud Connector License,1,1476.29,400.00,4
2024-07-24,2,201,Implementation & Onboarding,1,1183.46,1800.00,1
2024-07-24,2,202,Managed Support Plan,1,788.97,900.00,1
2024-07-28,3,102,Data Integration Engine,2,1145.44,1200.00,2
2024-07-28,3,103,Cloud Connector License,1,1233.55,400.00,3
2024-07-29,1,201,Implementation & Onboarding,1,1381.18,1800.00,1
2024-07-29,1,203,Custom BI Consulting,1,591.94,300.00,2
2024-08-02,2,101,Enterprise Analytics Platform,1,2669.77,2500.00,1
2024-08-02,2,102,Data Integration Engine,1,1779.84,1200.00,1
2024-08-03,3,202,Managed Support Plan,1,1217.53,900.00,1
2024-08-03,3,203,Custom BI Consulting,1,655.60,300.00,2
2024-08-07,1,101,Enterprise Analytics Platform,1,931.61,2500.00,1
2024-08-07,1,103,Cloud Connector License,1,399.26,400.00,1
2024-08-08,2,201,Implementation & Onboarding,1,1609.21,1800.00,1
2024-08-08,2,202,Managed Support Plan,1,1072.81,900.00,1
2024-08-12,3,102,Data Integration Engine,2,1051.96,1200.00,2
2024-08-12,3,103,Cloud Connector License,1,1132.88,400.00,3
2024-08-13,1,201,Implementation & Onboarding,1,1369.77,1800.00,1
2024-08-13,1,203,Custom BI Consulting,1,587.04,300.00,2
2024-08-17,2,101,Enterprise Analytics Platform,1,1803.18,2500.00,1
2024-08-17,2,102,Data Integration Engine,1,1202.12,1200.00,1
2024-08-18,3,202,Managed Support Plan,3,1038.75,900.00,3
2024-08-18,3,203,Custom BI Consulting,1,1678.01,300.00,6
2024-08-22,1,101,Enterprise Analytics Platform,2,1900.92,2500.00,2
2024-08-22,1,103,Cloud Connector License,1,1629.36,400.00,4
2024-08-23,2,201,Implementation & Onboarding,1,1387.70,1800.00,1
2024-08-23,2,202,Managed Support Plan,1,925.14,900.00,1
2024-08-27,3,102,Data Integration Engine,1,609.43,1200.00,1
2024-08-27,3,103,Cloud Connector License,1,328.15,400.00,1
2024-08-28,1,201,Implementation & Onboarding,1,1986.94,1800.00,1
2024-08-28,1,203,Custom BI Consulting,1,851.54,300.00,3
2024-09-01,2,101,Enterprise Analytics Platform,1,1039.47,2500.00,1
2024-09-01,2,102,Data Integration Engine,1,692.98,1200.00,1
2024-09-02,3,202,Managed Support Plan,1,1169.30,900.00,1
2024-09-02,3,203,Custom BI Consulting,1,629.63,300.00,2
2024-09-06,1,101,Enterprise Analytics Platform,1,1099.97,2500.00,1
2024-09-06,1,103,Cloud Connector License,1,471.41,400.00,1
2024-09-07,2,201,Implementation & Onboarding,1,1224.20,1800.00,1
2024-09-07,2,202,Managed Support Plan,1,816.14,900.00,1
2024-09-11,3,102,Data Integration Engine,3,1025.72,1200.00,3
2024-09-11,3,103,Cloud Connector License,1,1656.97,400.00,4
2024-09-12,1,201,Implementation & Onboarding,1,965.26,1800.00,1
2024-09-12,1,203,Custom BI Consulting,1,413.68,300.00,1
2024-09-16,2,101,Enterprise Analytics Platform,1,1991.48,2500.00,1
2024-09-16,2,102,Data Integration Engine,1,1327.66,1200.00,1
2024-09-17,3,202,Managed Support Plan,3,954.05,900.00,3
2024-09-17,3,203,Custom BI Consulting,1,1541.16,300.00,5
2024-09-21,1,101,Enterprise Analytics Platform,1,1159.37,2500.00,1
2024-09-21,1,103,Cloud Connector License,1,496.88,400.00,1
2024-09-22,2,201,Implementation & Onboarding,1,2061.73,1800.00,1
2024-09-22,2,202,Managed Support Plan,1,1374.48,900.00,2
2024-09-26,3,102,Data Integration Engine,1,1390.64,1200.00,1
2024-09-26,3,103,Cloud Connector License,1,748.80,400.00,2
2024-09-27,1,201,Implementation & Onboarding,2,1858.78,1800.00,2
2024-09-27,1,203,Custom BI Consulting,1,1593.26,300.00,5
2024-10-01,2,101,Enterprise Analytics Platform,1,1218.13,2500.00,1
2024-10-01,2,102,Data Integration Engine,1,812.08,1200.00,1
2024-10-02,3,202,Managed Support Plan,2,956.48,900.00,2
2024-10-02,3,203,Custom BI Consulting,1,1030.07,300.00,3
2024-10-06,1,101,Enterprise Analytics Platform,1,755.12,2500.00,1
2024-10-06,1,103,Cloud Connector License,1,323.62,400.00,1
2024-10-07,2,201,Implementation & Onboarding,2,1484.28,1800.00,2
2024-10-07,2,202,Managed Support Plan,1,1979.04,900.00,2
2024-10-11,3,102,Data Integration Engine,1,1273.44,1200.00,1
2024-10-11,3,103,Cloud Connector License,1,685.70,400.00,2
2024-10-12,1,201,Implementation & Onboarding,1,2179.03,1800.00,1
2024-10-12,1,203,Custom BI Consulting,1,933.87,300.00,3
2024-10-16,2,101,Enterprise Analytics Platform,1,1856.72,2500.00,1
2024-10-16,2,102,Data Integration Engine,1,1237.82,1200.00,1
2024-10-17,3,202,Managed Support Plan,3,953.75,900.00,3
2024-10-17,3,203,Custom BI Consulting,1,1540.69,300.00,5
2024-10-21,1,101,Enterprise Analytics Platform,2,1933.40,2500.00,2
2024-10-21,1,103,Cloud Connector License,1,1657.20,400.00,4
2024-10-22,2,201,Implementation & Onboarding,1,2645.80,1800.00,1
2024-10-22,2,202,Managed Support Plan,1,1763.87,900.00,2
2024-10-26,3,102,Data Integration Engine,1,581.93,1200.00,1
2024-10-26,3,103,Cloud Connector License,1,313.35,400.00,1
2024-10-27,1,201,Implementation & Onboarding,2,1834.60,1800.00,2
2024-10-27,1,203,Custom BI Consulting,1,1572.52,300.00,5
2024-10-31,2,101,Enterprise Analytics Platform,1,1841.71,2500.00,1
2024-10-31,2,102,Data Integration Engine,1,1227.81,1200.00,1
2024-11-01,3,202,Managed Support Plan,3,928.72,900.00,3
2024-11-01,3,203,Custom BI Consulting,1,1500.26,300.00,5
2024-11-05,1,101,Enterprise Analytics Platform,1,2412.00,2500.00,1
2024-11-05,1,103,Cloud Connector License,1,1033.71,400.00,3
2024-11-06,2,201,Implementation & Onboarding,2,1488.46,1800.00,2
2024-11-06,2,202,Managed Support Plan,1,1984.61,900.00,2
2024-11-10,3,102,Data Integration Engine,2,1342.90,1200.00,2
2024-11-10,3,103,Cloud Connector License,1,1446.22,400.00,4
2024-11-11,1,201,Implementation & Onboarding,1,1177.72,1800.00,1
2024-11-11,1,203,Custom BI Consulting,1,504.74,300.00,2
2024-11-15,2,101,Enterprise Analytics Platform,1,3192.14,2500.00,1
2024-11-15,2,102,Data Integration Engine,1,2128.09,1200.00,2
2024-11-16,3,202,Managed Support Plan,2,753.13,900.00,2
2024-11-16,3,203,Custom BI Consulting,1,811.06,300.00,3
2024-11-20,1,101,Enterprise Analytics Platform,1,3569.60,2500.00,1
2024-11-20,1,103,Cloud Connector License,1,1529.83,400.00,4
2024-11-21,2,201,Implementation & Onboarding,1,1423.22,1800.00,1
2024-11-21,2,202,Managed Support Plan,1,948.82,900.00,1
2024-11-25,3,102,Data Integration Engine,1,1015.37,1200.00,1
2024-11-25,3,103,Cloud Connector License,1,546.74,400.00,1
2024-11-26,1,201,Implementation & Onboarding,1,1420.87,1800.00,1
2024-11-26,1,203,Custom BI Consulting,1,608.94,300.00,2
2024-11-30,2,101,Enterprise Analytics Platform,1,2130.90,2500.00,1
2024-11-30,2,102,Data Integration Engine,1,1420.60,1200.00,1
2024-12-01,3,202,Managed Support Plan,2,1038.69,900.00,2
2024-12-01,3,203,Custom BI Consulting,1,1118.59,300.00,4
2024-12-05,1,101,Enterprise Analytics Platform,1,1742.06,2500.00,1
2024-12-05,1,103,Cloud Connector License,1,746.60,400.00,2
2024-12-06,2,201,Implementation & Onboarding,1,1915.52,1800.00,1
2024-12-06,2,202,Managed Support Plan,1,1277.01,900.00,1
2024-12-10,3,102,Data Integration Engine,1,540.67,1200.00,1
2024-12-10,3,103,Cloud Connector License,1,291.13,400.00,1
2024-12-11,1,201,Implementation & Onboarding,1,746.45,1800.00,1
2024-12-11,1,203,Custom BI Consulting,1,319.91,300.00,1
2024-12-15,2,101,Enterprise Analytics Platform,1,1224.14,2500.00,1
2024-12-15,2,102,Data Integration Engine,1,816.09,1200.00,1
2024-12-16,3,202,Managed Support Plan,1,1199.52,900.00,1
2024-12-16,3,203,Custom BI Consulting,1,645.90,300.00,2
2024-12-20,1,101,Enterprise Analytics Platform,1,1486.88,2500.00,1
2024-12-20,1,103,Cloud Connector License,1,637.23,400.00,2
2024-12-21,2,201,Implementation & Onboarding,1,1630.82,1800.00,1
2024-12-21,2,202,Managed Support Plan,1,1087.22,900.00,1
2024-12-25,3,102,Data Integration Engine,1,950.90,1200.00,1
2024-12-25,3,103,Cloud Connector License,1,512.03,400.00,1
2024-12-26,1,201,Implementation & Onboarding,2,1354.70,1800.00,2
2024-12-26,1,203,Custom BI Consulting,1,1161.17,300.00,4
2024-12-30,2,101,Enterprise Analytics Platform,1,2076.34,2500.00,1
2024-12-30,2,102,Data Integration Engine,1,1384.23,1200.00,1
2024-12-31,3,202,Managed Support Plan,4,842.14,900.00,4
2024-12-31,3,203,Custom BI Consulting,1,1813.89,300.00,6
