transaction_date,entity_id,account_id,cost_center_id,debit_amount,credit_amount,net_amount
2024-05-31,2,102,11,3071.77,422.22,2649.55
2024-06-01,3,103,12,4533.88,452.05,4081.83
2024-06-02,1,104,10,4615.83,102.58,4513.25
2024-06-03,2,100,11,1097.21,302.33,794.88
2024-06-04,3,101,12,4396.83,344.13,4052.7
2024-06-05,1,102,10,3819.1,126.0,3693.1
2024-06-06,2,103,11,1728.97,373.72,1355.25
2024-06-07,3,104,12,1258.78,477.38,781.4
2024-06-08,1,100,10,2681.38,494.84,2186.54
2024-06-09,2,101,11,5681.84,245.52,5436.32
2024-06-10,3,102,12,4565.09,247.15,4317.94
2024-06-11,1,103,10,3759.78,95.72,3664.06
2024-06-12,2,104,11,5195.66,122.83,5072.83
2024-06-13,3,100,12,4211.04,82.82,4128.22
2024-06-14,1,101,10,3146.95,358.86,2788.09
2024-06-15,2,102,11,5674.66,18.87,5655.79
2024-06-16,3,103,12,5877.39,25.44,5851.95
2024-06-17,1,104,10,2985.92,214.6,2771.32
2024-06-18,2,100,11,1693.88,187.38,1506.5
2024-06-19,3,101,12,5199.7,43.52,5156.18
2024-06-20,1,102,10,3148.85,419.45,2729.4
2024-06-21,2,103,11,5049.59,157.07,4892.52
2024-06-22,3,104,12,1363.38,386.58,976.8
2024-06-23,1,100,10,3747.86,474.19,3273.67
2024-06-24,2,101,11,4006.59,198.61,3807.98
2024-06-25,3,102,12,3604.71,387.34,3217.37
2024-06-26,1,103,10,2611.46,162.51,2448.95
2024-06-27,2,104,11,5375.86,247.04,5128.82
2024-06-28,3,100,12,2344.93,411.41,1933.52
2024-06-29,1,101,10,4263.08,50.02,4213.06
2024-06-30,2,102,11,4484.43,18.71,4465.72
2024-07-01,3,103,12,2373.07,330.99,2042.08
2024-07-02,1,104,10,1929.69,188.65,1741.04
2024-07-03,2,100,11,2242.3,308.73,1933.57
2024-07-04,3,101,12,3222.01,254.49,2967.52
2024-07-05,1,102,10,3645.05,114.2,3530.85
2024-07-06,2,103,11,4597.4,323.16,4274.24
2024-07-07,3,104,12,3404.84,114.57,3290.27
2024-07-08,1,100,10,3303.35,357.79,2945.56
2024-07-09,2,101,11,5539.77,329.66,5210.11
2024-07-10,3,102,12,4478.35,376.71,4101.64
2024-07-11,1,103,10,4571.22,355.61,4215.61
2024-07-12,2,104,11,5676.76,192.3,5484.46
2024-07-13,3,100,12,2073.12,54.68,2018.44
2024-07-14,1,101,10,5334.1,259.68,5074.42
2024-07-15,2,102,11,3596.24,58.46,3537.78
2024-07-16,3,103,12,1334.67,193.94,1140.73
2024-07-17,1,104,10,4516.12,272.14,4243.98
2024-07-18,2,100,11,4401.26,120.78,4280.48
2024-07-19,3,101,12,4082.71,249.77,3832.94
2024-07-20,1,102,10,5076.48,481.54,4594.94
2024-07-21,2,103,11,1565.95,464.27,1101.68
2024-07-22,3,104,12,5518.3,171.85,5346.45
2024-07-23,1,100,10,5046.82,125.86,4920.96
2024-07-24,2,101,11,2435.13,462.7,1972.43
2024-07-25,3,102,12,1652.34,305.42,1346.92
2024-07-26,1,103,10,2548.04,254.46,2293.58
2024-07-27,2,104,11,1775.72,235.2,1540.52
2024-07-28,3,100,12,3548.58,24.15,3524.43
2024-07-29,1,101,10,2412.5,439.38,1973.12
2024-07-30,2,102,11,5076.18,133.42,4942.76
2024-07-31,3,103,12,3068.16,486.47,2581.69
2024-08-01,1,104,10,5080.04,194.74,4885.3
2024-08-02,2,100,11,4855.48,405.87,4449.61
2024-08-03,3,101,12,2351.25,478.12,1873.13
2024-08-04,1,102,10,2648.5,325.32,2323.18
2024-08-05,2,103,11,4140.9,146.63,3994.27
2024-08-06,3,104,12,3195.39,336.53,2858.86
2024-08-07,1,100,10,1606.82,275.95,1330.87
2024-08-08,2,101,11,2870.79,188.77,2682.02
2024-08-09,3,102,12,1796.71,224.27,1572.44
2024-08-10,1,103,10,4226.0,54.53,4171.47
2024-08-11,2,104,11,2010.11,150.23,1859.88
2024-08-12,3,100,12,3617.76,380.96,3236.8
2024-08-13,1,101,10,2105.63,148.82,1956.81
2024-08-14,2,102,11,1295.68,40.8,1254.88
2024-08-15,3,103,12,5575.52,121.57,5453.95
2024-08-16,1,104,10,1386.22,33.57,1352.65
2024-08-17,2,100,11,3200.68,195.38,3005.3
2024-08-18,3,101,12,5201.75,407.49,4794.26
2024-08-19,1,102,10,3138.17,67.42,3070.75
2024-08-20,2,103,11,4186.2,85.49,4100.71
2024-08-21,3,104,12,2705.7,110.37,2595.33
2024-08-22,1,100,10,5587.48,156.28,5431.2
2024-08-23,2,101,11,2725.65,412.81,2312.84
2024-08-24,3,102,12,4562.24,267.26,4294.98
2024-08-25,1,103,10,1678.43,392.17,1286.26
2024-08-26,2,104,11,5218.83,362.84,4855.99
2024-08-27,3,100,12,1026.43,88.85,937.58
2024-08-28,1,101,10,3044.25,205.77,2838.48
2024-08-29,2,102,11,5066.31,482.05,4584.26
2024-08-30,3,103,12,2642.12,11.44,2630.68
2024-08-31,1,104,10,2650.14,129.95,2520.19
2024-09-01,2,100,11,2026.55,294.1,1732.45
2024-09-02,3,101,12,1849.69,50.76,1798.93
2024-09-03,1,102,10,2752.81,285.57,2467.24
2024-09-04,2,103,11,1394.52,490.8,903.72
2024-09-05,3,104,12,5911.09,324.18,5586.91
2024-09-06,1,100,10,1921.48,350.1,1571.38
2024-09-07,2,101,11,2292.91,252.57,2040.34
2024-09-08,3,102,12,1217.37,326.17,891.2
2024-09-09,1,103,10,1016.37,375.95,640.42
2024-09-10,2,104,11,1186.91,483.39,703.52
2024-09-11,3,100,12,5019.97,285.84,4734.13
2024-09-12,1,101,10,1665.41,286.47,1378.94
2024-09-13,2,102,11,3073.64,241.77,2831.87
2024-09-14,3,103,12,4860.1,113.13,4746.97
2024-09-15,1,104,10,2031.95,367.84,1664.11
2024-09-16,2,100,11,3757.2,438.06,3319.14
2024-09-17,3,101,12,4673.0,269.69,4403.31
2024-09-18,1,102,10,3322.36,51.36,3271.0
2024-09-19,2,103,11,4474.11,137.51,4336.6
2024-09-20,3,104,12,5791.24,258.24,5533.0
2024-09-21,1,100,10,1664.1,7.85,1656.25
2024-09-22,2,101,11,3679.26,243.05,3436.21
2024-09-23,3,102,12,3635.54,210.21,3425.33
2024-09-24,1,103,10,4858.66,302.4,4556.26
2024-09-25,2,104,11,5171.47,473.36,4698.11
2024-09-26,3,100,12,2444.28,304.84,2139.44
2024-09-27,1,101,10,5371.51,60.69,5310.82
2024-09-28,2,102,11,5296.82,55.05,5241.77
2024-09-29,3,103,12,5171.72,1.19,5170.53
2024-09-30,1,104,10,4421.46,490.67,3930.79
2024-10-01,2,100,11,2124.88,94.67,2030.21
2024-10-02,3,101,12,3010.22,67.19,2943.03
2024-10-03,1,102,10,3563.37,160.11,3403.26
2024-10-04,2,103,11,4240.32,181.68,4058.64
2024-10-05,3,104,12,1975.38,370.04,1605.34
2024-10-06,1,100,10,1263.19,184.45,1078.74
2024-10-07,2,101,11,4957.2,9.6,4947.6
2024-10-08,3,102,12,3673.35,204.94,3468.41
2024-10-09,1,103,10,3192.41,305.91,2886.5
2024-10-10,2,104,11,2885.13,304.85,2580.28
2024-10-11,3,100,12,2401.11,441.97,1959.14
2024-10-12,1,101,10,3408.67,295.77,3112.9
2024-10-13,2,102,11,4073.22,71.74,4001.48
2024-10-14,3,103,12,5278.09,261.45,5016.64
2024-10-15,1,104,10,2273.21,153.82,2119.39
2024-10-16,2,100,11,3584.18,489.64,3094.54
2024-10-17,3,101,12,4748.84,346.9,4401.94
2024-10-18,1,102,10,5103.53,203.31,4900.22
2024-10-19,2,103,11,3792.84,257.55,3535.29
2024-10-20,3,104,12,2207.0,228.13,1978.87
2024-10-21,1,100,10,5924.79,400.79,5524.0
2024-10-22,2,101,11,4801.39,391.72,4409.67
2024-10-23,3,102,12,5181.53,137.3,5044.23
2024-10-24,1,103,10,2646.47,246.76,2399.71
2024-10-25,2,104,11,1022.01,88.55,933.46
2024-10-26,3,100,12,1281.92,386.64,895.28
2024-10-27,1,101,10,5670.05,428.33,5241.72
2024-10-28,2,102,11,5369.26,281.17,5088.09
2024-10-29,3,103,12,3384.72,128.78,3255.94
2024-10-30,1,104,10,5550.91,484.78,5066.13
2024-10-31,2,100,11,3557.19,487.67,3069.52
2024-11-01,3,101,12,4400.58,114.16,4286.42
2024-11-02,1,102,10,5629.23,210.57,5418.66
2024-11-03,2,103,11,2480.58,283.61,2196.97
2024-11-04,3,104,12,4247.46,35.49,4211.97
2024-11-05,1,100,10,3558.41,112.7,3445.71
2024-11-06,2,101,11,4998.95,37.42,4961.53
2024-11-07,3,102,12,1112.11,250.65,861.46
2024-11-08,1,103,10,3562.75,28.16,3534.59
2024-11-09,2,104,11,4547.89,490.06,4057.83
2024-11-10,3,100,12,4514.1,382.08,4132.02
2024-11-11,1,101,10,1945.53,263.07,1682.46
2024-11-12,2,102,11,5427.8,286.15,5141.65
2024-11-13,3,103,12,4356.4,272.42,4083.98
2024-11-14,1,104,10,2821.66,403.86,2417.8
2024-11-15,2,100,11,5699.89,379.66,5320.23
2024-11-16,3,101,12,2577.52,260.2,2317.32
2024-11-17,1,102,10,4679.38,32.34,4647.04
2024-11-18,2,103,11,1195.2,88.66,1106.54
2024-11-19,3,104,12,4597.19,182.23,4414.96
2024-11-20,1,100,10,5114.18,14.75,5099.43
2024-11-21,2,101,11,2813.33,441.29,2372.04
2024-11-22,3,102,12,5429.23,344.58,5084.65
2024-11-23,1,103,10,5610.44,440.74,5169.7
2024-11-24,2,104,11,2087.62,224.24,1863.38
2024-11-25,3,100,12,1673.79,111.68,1562.11
2024-11-26,1,101,10,2308.84,279.03,2029.81
2024-11-27,2,102,11,2623.48,342.48,2281.0
2024-11-28,3,103,12,2818.25,250.99,2567.26
2024-11-29,1,104,10,5515.25,362.51,5152.74
2024-11-30,2,100,11,3758.18,206.68,3551.5
2024-12-01,3,101,12,3603.7,407.73,3195.97
2024-12-02,1,102,10,1891.45,41.03,1850.42
2024-12-03,2,103,11,3375.3,135.12,3240.18
2024-12-04,3,104,12,2628.57,192.47,2436.1
2024-12-05,1,100,10,2511.77,23.11,2488.66
2024-12-06,2,101,11,3287.68,95.15,3192.53
2024-12-07,3,102,12,4554.01,389.91,4164.1
2024-12-08,1,103,10,2568.42,308.95,2259.47
2024-12-09,2,104,11,5910.7,369.18,5541.52
2024-12-10,3,100,12,1192.77,360.97,831.8
2024-12-11,1,101,10,1145.56,79.2,1066.36
2024-12-12,2,102,11,4025.49,373.87,3651.62
2024-12-13,3,103,12,2491.53,123.43,2368.1
2024-12-14,1,104,10,5343.04,491.11,4851.93
2024-12-15,2,100,11,2406.67,366.44,2040.23
2024-12-16,3,101,12,2314.57,469.15,1845.42
2024-12-17,1,102,10,1214.09,351.96,862.13
2024-12-18,2,103,11,3472.92,145.63,3327.29
2024-12-19,3,104,12,5745.19,380.19,5365.0
2024-12-20,1,100,10,2299.74,175.63,2124.11
2024-12-21,2,101,11,3052.88,334.84,2718.04
2024-12-22,3,102,12,1049.87,48.14,1001.73
2024-12-23,1,103,10,2797.79,351.69,2446.1
2024-12-24,2,104,11,4998.42,410.95,4587.47
2024-12-25,3,100,12,1603.43,140.5,1462.93
2024-12-26,1,101,10,3937.59,67.02,3870.57
2024-12-27,2,102,11,5639.53,22.93,5616.6
2024-12-28,3,103,12,3852.32,342.87,3509.45
2024-12-29,1,104,10,3955.91,345.01,3610.9
2024-12-30,2,100,11,3639.26,178.69,3460.57
2024-12-31,3,101,12,5337.5,155.05,5182.45
